row_id,country_code,agricultural_land_area,percentage_of_arable_land_equipped_for_irrigation,cereal_yield,forest_area,total_land_area,fertility_rate,life_expectancy,rural_population,total_population,urban_population,population_growth,avg_value_of_food_production,cereal_import_dependency_ratio,food_imports_as_share_of_merch_exports,gross_domestic_product_per_capita_ppp,imports_of_goods_and_services,net_oda_received_percent_gni,net_oda_received_per_capita,trade_in_services,per_capita_food_production_variability,per_capita_food_supply_variability,avg_supply_of_protein_of_animal_origin,caloric_energy_from_cereals_roots_tubers,access_to_improved_sanitation,access_to_improved_water_sources,anemia_prevalence,obesity_prevalence,open_defecation,access_to_electricity,co2_emissions,unemployment_rate,total_labor_force,military_expenditure_share_gdp,proportion_of_seats_held_by_women_in_gov,political_stability,year2,urban_share,rural_share
0,889f053,235077.65812821762,38.55852049467958,935.7543654054944,5397.7375442359225,537408.3125130708,5.928981318478956,60.4522265580746,13540870.672374753,18899505.082895294,5086452.514794936,2.8649311465378458,60.89133599569553,78.45275424426109,22.080539155747914,3969.519105997136,38.35180369880394,2.233562403439045,11.658978590195064,,1.9680900150545328,15.693491622674266,11.024062290906882,64.12957109182621,43.28650230495247,57.932800895580904,59.061443222089956,8.293939667925411,28.933529456005164,52.433239249991075,15485.148165150404,14.788019592540204,4350520.541199505,7.021072230652534,0.6981534888596405,-1.393800540556856,2000,0.26913151918450773,0.7164669451915813
1,9e614ab,23000.640737819318,21.282630918547802,4031.4521614537957,178336.52991248918,232013.63167600657,3.0006291292272227,64.6554185031485,4070196.5603849036,6447522.544995965,2267000.341638,1.2998841236724892,266.06599864950715,-5.250877565232703,8.897987592369185,4527.2580445661215,60.28189928779464,4.351314731678819,63.83327519273792,8.929963050119516,4.925827280813267,26.481297310780654,14.046163643057447,68.28570743405264,63.51321964946754,71.12073748407363,36.90108386789634,2.4833034310700093,29.66578856889503,77.71557378319666,1696.4581840116361,0.6870183314940544,3262614.200631616,0.19883148673195172,25.10182572682844,0.030556260165795664,2010,0.3516079743524834,0.6312807023131473
2,100c476,90.954867308966,4.317079666910816,1581.9352780598026,101.78056637276876,445.0371368607274,2.3018601505088667,74.3478058972415,56894.3532264012,83777.29085461116,26767.56458202605,2.1500289000876918,111.63356017007747,88.04959609514806,58.90612874344558,18513.52451267202,59.98517408025756,1.282396762464982,119.61058937636423,69.94727080519228,2.17987163561052,15.705756653196321,47.203308260139345,28.11074968751873,85.82071229373945,97.58732414902944,27.242817604615503,18.726448190550087,1.3316208036031438,91.15098076309948,338.795190588203,,,,5.395412855009873,0.6515862011217262,2000,0.3195085960523483,0.6791142640926029
3,4609682,100843.66121200589,16.636617995996076,1127.62636402813,10348.866929392228,154616.14818819732,2.199311032322408,74.69840464965006,3743950.43868714,11201673.381032318,7282983.05462433,1.1857086422995342,334.2529602057892,,,10710.266707275832,57.60844878925909,1.6282413562815516,64.96652465753128,17.270455861481643,15.789067019149105,16.191112330191007,,,92.27431462913827,95.61151491494364,29.07691853051447,23.21854769798239,1.5491911718625877,99.03040254376131,27377.80260036527,15.948356165896142,3979141.3836252913,1.6263048610041275,26.73595118656511,-0.9287876706095776,2010,0.6501692030189465,0.3342313519894924
4,be2a7f5,224.2893569769973,,1418.987211830533,460.1134238720101,740.2956585946409,,,22894.37820536084,70708.04037316435,47348.29873528644,0.17357142783044746,365.21414249910134,101.25683506821863,76.15410290878411,10416.098948407769,62.70997301178443,4.900720760098316,296.2482561530296,40.227418952183704,23.771783066552164,55.06703510417353,51.586009944833776,34.32663506272193,,,25.00884628289115,20.010812216577104,7.564733497745669,91.93036651780052,134.25808334935658,,,,19.136812922818226,0.9560273658997868,2000,0.6696310417514615,0.3237874799603397
5,7e222a7,51966.19326353412,,1582.7680053852087,230945.21802033053,256353.8649543839,3.9184150100936566,65.21897867118554,249411.49674936113,1847782.3790977218,1607201.7313452538,3.203028951277656,,,,16718.781819891643,29.361234217111768,0.6582882261982458,59.660993532663184,,3.880810944717195,,,,41.45980749191296,92.64385363960092,59.64087595953607,13.44081362135737,2.9681391554358503,89.72841744755004,5184.563498868429,19.81782841625124,614744.5194999765,1.1349035351431318,15.250474994998234,0.17185534562079574,2010,0.869800334458247,0.13497882627885519
6,066b021,47126.695392651134,98.27035404880499,2448.112056041439,4142.631737375366,142737.42775140173,3.4387552271893225,67.36704631389196,5178248.380168327,7158708.04742207,1893276.675621608,2.1281195350393234,114.39114891544556,51.1342084758575,21.824390462022887,1852.6735084282307,69.08880429915494,6.488161626242192,32.522264782487575,20.041377274243914,5.947639532730515,30.95768094384552,9.884698344820967,64.479927664776,93.7045424514895,66.04068129714793,33.463864746552034,7.745656959394459,0.7212606326878915,100.71125513702476,3197.955249287154,11.388321947581858,2693342.6562535837,,17.434310337060882,-0.7441498655490806,2000,0.2644718380858398,0.7233495689257885
7,66b86bf,55456.49513810402,18.014854007984393,2431.912942098525,34131.5328816097,110392.36533270717,1.2366235756997777,70.49652596139856,2584442.6250748485,8077407.407962055,5588845.389754883,-0.4983419573504462,367.4382517002946,-17.255427697344793,5.98578041359983,8928.269190399053,42.33087243084681,,,29.69370540692927,26.289885976524452,103.46430701467092,40.76364789210632,42.61364054494144,86.39434725676226,100.35319326846826,24.349046874835032,17.927028536361593,0.0,99.6712568379595,43300.308222361935,16.298281244489196,3415826.921013921,2.622547460846482,10.829969962382512,0.3490503415724358,2000,0.6919107960613514,0.31995942442216224
8,583201c,156937.91096280413,0.7123542057826681,1789.017840488295,93036.30748180716,224242.6354129764,4.250669227164532,61.76176216123148,12041221.751334773,24918630.95931928,12575699.271892373,2.561977323293671,268.68267149048154,26.022977071128985,17.305615474419337,3080.4589993848076,45.19581860617855,5.392429207653777,68.33688317720487,13.677231586663265,9.411110761592571,58.93935201333861,14.730994414268784,63.12309331938813,13.750937066586339,84.18168166754799,50.35032485819534,8.6281010188759,19.41416090153639,65.72473414257342,10046.847651708887,5.327146002517583,11501322.08959652,0.3735542018191539,8.2599585292263,0.019875232630891783,2010,0.5046705532267296,0.48322164130896994
9,0ea781c,343.5403239209176,,,1719.2163881356962,2774.1522022862237,4.444528920899289,72.92440956802078,145055.94779680044,186003.95428337235,36932.46259457064,0.7038699266122592,270.2434678185151,,121.88955268677135,5507.9050542304085,50.9067557735532,14.207248329071081,407.1302326515715,43.93093279951196,8.14620430164255,45.500109119786366,48.46535027921238,28.456873241906948,93.28467909101074,97.40750718574712,23.031459615030503,41.226103750523706,0.07933751044285381,96.1587503539323,189.00669937868636,3.9038217357214537,37747.851375109225,,8.326756647748661,0.9803872040666078,2000,0.1985574056038882,0.7798541077025242
10,2ddc563,16767.621858273866,,3095.324886611911,3278.327673957622,28827.55993086269,1.6097260350103453,75.56733753644845,1070889.052455737,2903656.605159122,1826512.952559343,0.3674565302470057,,,,8105.834114060323,42.29503075500896,3.2042049424379777,117.83127356761558,30.07411458966909,,,,,90.4286457794563,100.68953537316679,28.158016638034816,,0.0,100.38969612976395,,18.549766261067017,1406863.716207543,4.215938089961669,10.644407977389463,-0.28708326940139417,2010,0.629038898509574,0.36880705884883785
11,b79b5f9,31503.11287157392,8.704189222317996,1712.530370734106,52568.58144276377,111926.59108056332,3.0025089754930496,73.57120956660641,3993579.239399397,7992295.078552354,4029123.171871775,2.011007737086908,214.2062588841937,52.211810219403326,18.134190977303845,3975.446083395861,58.17159922458065,3.1866575667082784,57.08394267449172,19.76739686869044,2.3949484629732543,27.222379202872798,23.98133754320282,45.747140298470974,74.93921599101394,87.70612129685263,16.689285849888147,13.471954940542687,11.744960397320616,79.51621439717034,7889.912256514776,3.2495763345813407,3186582.9793274733,1.064053567666816,18.035370088402537,-0.33274103785715925,2000,0.5041259278181669,0.49967865302124886
12,f787860,99.71831472992372,10.052773185140577,14716.454679670425,258.8933651534353,397.17958891994317,2.2026265051840745,70.76887329184812,58258.47534382755,110204.04346992463,49885.26752996617,0.19208807165349207,200.1324012834304,99.52792018185178,82.48077675990163,8836.165938162943,49.37077047788679,1.362556533514447,57.08698126071275,41.34562297481463,15.021907573531726,56.96868894322064,42.38414255751749,38.307932325959015,77.03400494632955,94.58491454206344,27.983033779590134,14.831737855125098,2.8241534085651194,83.6174444624416,195.92714683766846,19.029219652870427,50997.678335567136,,22.41421857490776,0.7899528359421616,2000,0.4526627695251506,0.5286419037766673
13,4080343,36514.19346559091,0.3002717211975738,1234.6749398591105,2720.4467866938,53759.3987261962,4.717507356136559,58.47032113598286,4170871.714097607,6811155.071354205,2494241.7921419577,2.71455421138875,123.44316123212036,14.043363260397143,18.300480422505288,1232.4578459128913,55.20972505806038,16.724054002801093,80.33469136069367,26.06655042037023,5.137481061476149,5.991175112978167,7.989523518722402,71.3297644297587,11.453458479212575,59.93992044523782,51.289652906741104,5.3996704270694496,52.13242265480844,39.483195107846505,2433.736176517536,1.861606552533101,3023993.2628972493,1.5445463293839397,10.924105107385797,-0.1826601055404509,2010,0.36619953091833635,0.6123589421182195
14,c408d26,14936.262147952732,6.755966170440228,2153.387585787787,3353.9671265621446,20646.257678334056,3.040983511849908,69.26682677881223,2449477.715218886,5907380.6668715235,3397070.6162013165,0.7202337742240397,136.63227796459637,40.527273571011904,17.752294093837172,6465.977157839785,42.47792647588303,1.377337639390812,30.392600290640306,17.89590305697325,3.726808379462714,24.989330831624237,18.65831674793768,51.193862940816686,63.18739172542326,82.49959708142026,18.09986227586708,13.759525714473956,10.623628740873038,83.3353593894063,5801.111402482315,6.909623155206312,2248711.5216687205,0.933326914571822,9.551337470238812,0.2624328379257779,2000,0.5750553092425587,0.4146470074216665
15,e256731,358038.8417244148,59.99466138197488,2395.1572453911513,19341.85190508181,762934.9659774181,4.085173952063442,63.15918301314289,98348753.06233716,147798280.97901976,52632102.33308988,2.024773371084979,181.96066654412013,-9.746082010703462,9.027215764872247,3862.080255655529,14.90323271052383,1.4439859433051718,9.427435818960893,8.29196984245405,5.771588346202715,66.75520258832236,23.167937240465783,48.45245604592326,44.34850304983287,90.03932001319184,48.09213043708161,3.4961252516234174,33.11719786086584,80.74153973779781,132199.89528030227,7.294330108584022,48154021.93532532,4.323338056139944,21.196609526970416,-1.5303920454491615,2000,0.3561076758434092,0.6654255544169553
16,99a7c06,1128012.3925907514,11.896622357730873,478.90242541849824,113718.62834605695,1547914.5758209603,2.188501657537426,65.93428170547158,930046.2431349149,2519556.483596567,1605865.2397491422,1.201594363267406,238.3291868218243,66.79718389589404,13.854347725076392,6113.954649815197,63.734511917200024,9.08377981290283,86.47053158274538,32.82797276187707,46.13156487141809,35.61173974420708,43.4782396471511,49.399777998936536,53.20828232870346,59.87655924181338,16.470894825283178,10.022631926336217,13.347116391136598,86.92286076394512,8610.722381099326,3.3301857041968264,1056179.427277631,1.194203279801457,6.598299749698694,0.8660956612044047,2000,0.6373602855121681,0.36913093601589386
