access_to_electricity,access_to_improved_sanitation,access_to_improved_water_sources,agricultural_land_area,anemia_prevalence,avg_supply_of_protein_of_animal_origin,avg_value_of_food_production,caloric_energy_from_cereals_roots_tubers,cereal_import_dependency_ratio,cereal_yield,co2_emissions,country_code,fertility_rate,food_imports_as_share_of_merch_exports,forest_area,gross_domestic_product_per_capita_ppp,imports_of_goods_and_services,life_expectancy,military_expenditure_share_gdp,net_oda_received_per_capita,net_oda_received_percent_gni,obesity_prevalence,open_defecation,per_capita_food_production_variability,per_capita_food_supply_variability,percentage_of_arable_land_equipped_for_irrigation,political_stability,population_growth,proportion_of_seats_held_by_women_in_gov,rural_share,total_labor_force,total_land_area,total_population,trade_in_services,unemployment_rate,urban_share,Deacade:_2000,Deacade:_2010,prevalence_of_undernourishment
0.13120931132946956,0.04467720259872615,-0.5344368431293159,-0.2803099476299668,0.41985031756795127,-0.5421879504747433,0.4021563650438865,1.350588661356926,0.16639470931814737,0.5045886645921448,-0.34895310355016257,9e614ab,-0.15310969354856693,-0.3512651296614315,-0.056364571333411426,-0.3978914959821655,0.7060878172498349,-0.23277451518509143,-0.8795476115737629,0.15098235490847994,-0.08358572543595374,-1.020678021644461,1.201326059927831,-0.4114286203538822,-0.2813835751721708,-0.05964486690633871,0.4494789743542381,-0.2579467393047009,1.0194400440020532,0.6038078735359406,-0.24393631328103185,-0.2099127907794725,-0.24919124254219518,-0.5450202889186707,-1.1216568436335324,-0.6849336122828524,0,1,18.29823273511343
0.5579618476569844,0.7821365461495445,0.9008955676231176,-0.2999535729295259,-0.34909103992669,1.3663517446937876,-0.5762779319532665,-1.0622789221697488,0.950054128428942,-0.380889126974157,-0.3551560234204207,100c476,-0.6242079499261709,0.45744998176359464,-0.24974995380504053,0.5249543923712171,0.6939759552252311,0.8170287207241941,-1.0094266053105456,0.7623747657124988,-0.35039614223130544,0.8357762481126731,-0.6763512766199244,-0.6370450104025802,-0.7106594861748655,-0.665008299138152,1.2032121439055161,0.39592650688997094,-0.794095124091448,0.8261542091119125,-0.29787769183031176,-0.29284936446937154,-0.29033406177567234,2.3048199286762023,-1.150862384421008,-0.834617491333613,1,0,39.513397132735975
0.8082380941987934,0.9954850124113198,0.7937437438141811,-0.2135644175941695,-0.2030693816602657,-1.1804788961196526,0.8341670387831301,-1.3938539123776688,-1.7070657439239025,-0.5451176148906232,-0.231619625104631,4609682,-0.693344835280341,-0.4791352080535292,-0.2386318260392581,0.010077573894117096,0.5969617209648593,0.855002822441236,0.05289426915541606,0.1634042531741689,-0.3203285610354952,1.3491852852315145,-0.6619331030222678,0.48112947259227357,-0.6913238902151791,-0.22542352551125103,-0.7148599631856764,-0.345762714550677,1.1698247948740634,-0.7769764977850163,-0.23196172676820725,-0.23763279359537384,-0.21845475629953215,-0.1554739008054612,1.15352494819866,0.7072990478982718,0,1,4.444015536246742
0.5127765768345004,-0.6843825403366572,0.6328019319153924,-0.25547379476318965,2.230275307254625,-1.1804788961196526,-1.2585557376922887,-1.3938539123776688,-1.7070657439239025,-0.3805881037160295,-0.33301657300326976,7e222a7,0.4656460631783347,-0.4791352080535292,0.0007160558079828649,0.40653315976696297,-0.5560456973026738,-0.17173410646232065,-0.2680946786855638,0.10524868379071005,-0.40465587167253314,0.23167285497959256,-0.5679008204238942,-0.4972904636446919,-1.2559300302320686,-0.8190499878293545,0.6209712012358591,1.205822163272227,0.11284323606919361,-1.7031686377365374,-0.288187453117657,-0.20119530663643073,-0.2789294345358736,-0.8542758742352623,1.7303913345886164,1.731469653532824,0,1,7.044937739369947
-0.24965903430284753,-1.6004050499145372,0.17388254610237927,-0.16546710059939823,1.4906095348480206,-0.5027687928113189,0.4187347631889844,1.0405272464297142,0.42907344819462284,-0.3060306880329225,-0.3108016646404482,583201c,0.689646250798689,-0.21529975356574363,-0.14891563783525857,-0.49335460997072605,0.09029743926200735,-0.5461926306439585,-0.7654167423061756,0.20034779645474518,0.0069283222033553055,-0.31837955126865886,0.5219608111166507,-0.042903560946461194,1.0116801739779795,-0.793631822478803,0.4365155981834283,0.7127690732611791,-0.5304776735390587,-0.08441998235492723,-0.10625120835854102,-0.21269598253954422,-0.12977202568433846,-0.3232970222437266,-0.42990005904210743,0.02881854606701011,0,1,5.436701428060029
0.8514137111568846,0.9344693814749504,1.0691342744640004,-0.2856543721693043,-0.2762276120658622,-1.1804788961196526,-1.2585557376922887,-1.3938539123776688,-1.7070657439239025,0.1661872771302056,-0.3562432493514335,2ddc563,-1.0908330934590964,-0.4791352080535292,-0.24630338808430932,-0.16176885242868733,-0.02810821460082653,0.9491188043204674,1.7444722151462597,0.742871134212582,-0.18331496031536643,-1.224543107543453,-0.7645964731795338,-0.7914772573805909,-1.2559300302320686,-0.8190499878293545,0.06396543691201637,-0.9751063034973764,-0.3110423577912069,-0.6162570900275464,-0.2749495745352786,-0.2826841294214382,-0.27210300753710887,0.4425266160710753,1.541346838117075,0.6087654901790763,0,1,4.434386621985054
0.18840355562568226,0.4224071382674277,0.36501948770049925,-0.2730196086153054,-1.1893088194566404,0.02968498930370533,0.07358972114874075,-0.0030550279205447334,0.649041525172148,-0.33368020384544106,-0.3206563174420069,b79b5f9,-0.15184233291141713,-0.20190030470170864,-0.19282327485064416,-0.4343013127600347,0.6199486469099964,0.7329139089913431,-0.3143746851038277,0.07700083141554967,-0.1848405216627442,0.23523204476848564,0.01373046196744094,-0.6193736188571701,-0.25186036009975166,-0.5084678096104674,0.008551402477814682,0.28900093178453096,0.36913062962940296,-0.007922307654740257,-0.2452069453781678,-0.25292211037812923,-0.2392039953211361,-0.038853171948182344,-0.7396270784581992,0.02627888180868621,1,0,15.275224852232931
0.30971211103283725,0.033905716497265176,0.08265995836714086,-0.28722464878250586,-1.0770059979900337,-0.27671040762493326,-0.41789409037215774,0.32406965962963863,0.5508995024875887,-0.1743143812098702,-0.3301996756872067,c408d26,-0.12590344961139235,-0.20807621473468882,-0.24622131898989574,-0.2699703694659043,-0.020642695393664506,0.26669699096219934,-0.3997668251396988,-0.21557123675421697,-0.34214202296268714,0.26809895564240893,-0.06057908033167385,-0.5099438008869218,-0.34082052500861015,-0.5779841475086578,0.7309035182831709,-0.7037741632523423,-0.4116350845760168,-0.4031777330030182,-0.2608806325378395,-0.2856142727705247,-0.25268336216116366,-0.1262621142276485,-0.1939821308201281,0.3570324824237248,1,0,11.049226096823457
0.22732390226805307,-0.5888856790877174,0.4915532104159386,0.006964392071507623,1.3108237393104094,-0.017134686629305073,-0.13070798847215034,0.15942351683399283,0.12863810245091165,-0.08691687613258449,0.2472938053092738,e256731,0.5780721284301577,-0.3491752944162193,-0.22887440305936466,-0.4417814496678017,-1.1461988590539358,-0.3948349854514252,1.8146270973727543,-0.44537689586222773,-0.33634764790135274,-0.9049210410159296,1.4300475477218866,-0.34193821953467335,1.3230479728155782,1.3216746836589002,-1.4450166631440964,0.2995885164382891,0.6600521146250609,0.7625245248083106,0.506287904808848,-0.01976266937177469,0.6646682019384462,-0.574818042517628,-0.1366294750429162,-0.6639508764979222,1,0,24.41789528714248
0.8676834257979817,0.8797049242517697,0.8631583631022324,0.10061293752100073,-0.20451110716034887,-1.1804788961196526,-1.2585557376922887,-1.3938539123776688,-1.7070657439239025,-0.1478902294308566,-0.3562432493514335,a0b37e7,-1.0504320227135417,-0.4791352080535292,-0.13343682787922506,0.3466463577585826,-0.9632712483031927,0.878875754230525,0.7708868640799994,-0.5332328288582711,-0.45938908378371185,-1.224543107543453,-0.7280267622832091,-0.7914772573805909,-1.2559300302320686,-0.8190499878293545,-0.6987723546663889,-0.3492275221286905,-1.0035577512537526,-1.0765859227828734,0.1412459119235313,0.2786906071483819,0.21841000170326566,-0.8542758742352623,0.4554832952193022,1.1173700812841985,0,1,5.577997121308873
